play_session_id,user_id,date_key,start_ts,end_ts,duration_seconds,channel_code,status_code,total_score
15,201,20241015,2024-10-15 07:49:44.134000-06:00,2024-10-15 15:42:44.134000-06:00,28380.0,MOBILE,TIMEOUT,3211
16,181,20240819,2024-08-19 10:01:17.003000-06:00,2024-08-19 12:41:17.003000-06:00,9600.0,MOBILE,TIMEOUT,1154
17,205,20240522,2024-05-22 14:02:50.549000-06:00,2024-05-22 18:07:50.549000-06:00,14700.0,BROWSER,TIMEOUT,3564
18,395,20240911,2024-09-11 01:21:13.873000-06:00,2024-09-11 09:05:13.873000-06:00,27840.0,MOBILE,TIMEOUT,1015
19,101,20240430,2024-04-30 20:12:04.051000-06:00,2024-05-01 04:06:04.051000-06:00,28440.0,BROWSER,COMPLETED,1856
20,178,20240112,2024-01-12 11:49:43.814000-06:00,2024-01-12 19:45:43.814000-06:00,28560.0,BROWSER,ABORTED,4977
21,305,20240303,2024-03-03 10:31:28.212000-06:00,2024-03-03 15:44:28.212000-06:00,18780.0,BROWSER,COMPLETED,2542
22,261,20241023,2024-10-23 19:19:05.986000-06:00,2024-10-23 19:56:05.986000-06:00,2220.0,MOBILE,TIMEOUT,4379
23,100,20240217,2024-02-17 14:54:32.328000-06:00,2024-02-17 21:10:32.328000-06:00,22560.0,BROWSER,TIMEOUT,3643
24,173,20241025,2024-10-25 15:57:06.985000-06:00,2024-10-25 23:28:06.985000-06:00,27060.0,MOBILE,ABORTED,761
25,66,20240924,2024-09-24 19:13:34.052000-06:00,2024-09-24 21:16:34.052000-06:00,7380.0,BROWSER,COMPLETED,4793
26,252,20241027,2024-10-27 02:53:12.477000-06:00,2024-10-27 05:05:12.477000-06:00,7920.0,BROWSER,TIMEOUT,1062
27,251,20240124,2024-01-24 12:32:13.510000-06:00,2024-01-24 13:22:13.510000-06:00,3000.0,MOBILE,COMPLETED,235
28,105,20240917,2024-09-17 19:18:42.706000-06:00,2024-09-18 05:16:42.706000-06:00,35880.0,MOBILE,ABORTED,4883
29,339,20241220,2024-12-20 09:22:19.560000-06:00,2024-12-20 09:33:19.560000-06:00,660.0,MOBILE,COMPLETED,680
30,306,20240924,2024-09-24 11:29:45.131000-06:00,2024-09-24 20:35:45.131000-06:00,32760.0,BROWSER,COMPLETED,1825
31,287,20240304,2024-03-04 13:45:54.829000-06:00,2024-03-04 22:00:54.829000-06:00,29700.0,MOBILE,TIMEOUT,2127
32,225,20240618,2024-06-18 09:19:02.225000-06:00,2024-06-18 15:36:02.225000-06:00,22620.0,MOBILE,ABORTED,696
33,366,20240629,2024-06-29 21:50:16.268000-06:00,2024-06-29 23:45:16.268000-06:00,6900.0,BROWSER,TIMEOUT,3614
34,391,20241007,2024-10-07 15:38:27.417000-06:00,2024-10-07 20:46:27.417000-06:00,18480.0,MOBILE,TIMEOUT,2464
35,484,20240703,2024-07-03 05:53:55.400000-06:00,2024-07-03 14:51:55.400000-06:00,32280.0,BROWSER,COMPLETED,2352
36,343,20241111,2024-11-11 23:24:40.268000-06:00,2024-11-12 07:37:40.268000-06:00,29580.0,BROWSER,COMPLETED,872
37,145,20241222,2024-12-22 02:51:39.212000-06:00,2024-12-22 08:19:39.212000-06:00,19680.0,BROWSER,COMPLETED,4952
38,132,20240801,2024-08-01 13:18:29.334000-06:00,2024-08-01 18:12:29.334000-06:00,17640.0,BROWSER,COMPLETED,3750
39,156,20241121,2024-11-21 06:08:33.562000-06:00,2024-11-21 08:44:33.562000-06:00,9360.0,MOBILE,ABORTED,2273
40,25,20240726,2024-07-26 07:37:23.338000-06:00,2024-07-26 11:51:23.338000-06:00,15240.0,BROWSER,COMPLETED,2081
41,266,20241004,2024-10-04 01:28:12.772000-06:00,2024-10-04 09:06:12.772000-06:00,27480.0,MOBILE,TIMEOUT,2909
42,293,20240329,2024-03-29 07:49:20.432000-06:00,2024-03-29 16:12:20.432000-06:00,30180.0,MOBILE,ABORTED,4537
43,424,20240218,2024-02-18 18:19:14.321000-06:00,2024-02-18 20:19:14.321000-06:00,7200.0,MOBILE,TIMEOUT,4630
44,319,20240712,2024-07-12 08:33:47.505000-06:00,2024-07-12 17:57:47.505000-06:00,33840.0,MOBILE,TIMEOUT,3985
45,183,20241112,2024-11-12 10:12:42.985000-06:00,2024-11-12 13:59:42.985000-06:00,13620.0,BROWSER,ABORTED,1128
46,301,20240210,2024-02-10 13:38:00.583000-06:00,2024-02-10 20:08:00.583000-06:00,23400.0,BROWSER,COMPLETED,2385
47,440,20240612,2024-06-12 19:16:59.881000-06:00,2024-06-13 00:19:59.881000-06:00,18180.0,BROWSER,COMPLETED,4494
48,398,20240430,2024-04-30 14:32:46.112000-06:00,2024-04-30 19:42:46.112000-06:00,18600.0,MOBILE,TIMEOUT,4080
49,132,20241229,2024-12-29 23:07:45.409000-06:00,2024-12-30 03:03:45.409000-06:00,14160.0,MOBILE,COMPLETED,2469
50,3,20241022,2024-10-22 01:13:05.712000-06:00,2024-10-22 08:57:05.712000-06:00,27840.0,BROWSER,COMPLETED,734
51,486,20240722,2024-07-22 03:11:09.831000-06:00,2024-07-22 06:33:09.831000-06:00,12120.0,BROWSER,COMPLETED,692
52,131,20240923,2024-09-23 01:51:27.888000-06:00,2024-09-23 08:37:27.888000-06:00,24360.0,MOBILE,TIMEOUT,483
53,131,20241208,2024-12-08 10:24:16.268000-06:00,2024-12-08 15:52:16.268000-06:00,19680.0,BROWSER,COMPLETED,2528
54,385,20240205,2024-02-05 18:02:16.009000-06:00,2024-02-05 23:52:16.009000-06:00,21000.0,BROWSER,COMPLETED,4697
55,159,20240926,2024-09-26 09:53:19.984000-06:00,2024-09-26 18:50:19.984000-06:00,32220.0,BROWSER,ABORTED,561
56,299,20241123,2024-11-23 13:43:55.298000-06:00,2024-11-23 17:45:55.298000-06:00,14520.0,MOBILE,ABORTED,3128
57,471,20240804,2024-08-04 15:56:58.067000-06:00,2024-08-04 18:48:58.067000-06:00,10320.0,MOBILE,COMPLETED,1258
58,419,20241208,2024-12-08 08:18:18.975000-06:00,2024-12-08 17:22:18.975000-06:00,32640.0,MOBILE,COMPLETED,4796
59,359,20240130,2024-01-30 01:10:33.605000-06:00,2024-01-30 09:59:33.605000-06:00,31740.0,MOBILE,ABORTED,1196
60,259,20241006,2024-10-06 11:11:46.487000-06:00,2024-10-06 18:30:46.487000-06:00,26340.0,BROWSER,ABORTED,4923
61,167,20241107,2024-11-07 17:27:54.401000-06:00,2024-11-07 21:12:54.401000-06:00,13500.0,BROWSER,COMPLETED,1376
62,307,20240312,2024-03-12 15:52:11.168000-06:00,2024-03-12 16:45:11.168000-06:00,3180.0,MOBILE,TIMEOUT,276
63,260,20240130,2024-01-30 12:17:49.549000-06:00,2024-01-30 16:24:49.549000-06:00,14820.0,BROWSER,COMPLETED,2289
64,20,20240826,2024-08-26 10:59:00.072000-06:00,2024-08-26 15:42:00.072000-06:00,16980.0,MOBILE,TIMEOUT,4182
65,189,20240114,2024-01-14 06:48:45.321000-06:00,2024-01-14 08:42:45.321000-06:00,6840.0,MOBILE,TIMEOUT,2662
66,201,20241104,2024-11-04 05:57:16.661000-06:00,2024-11-04 13:35:16.661000-06:00,27480.0,MOBILE,TIMEOUT,4745
67,419,20241226,2024-12-26 22:15:21.594000-06:00,2024-12-27 05:14:21.594000-06:00,25140.0,BROWSER,TIMEOUT,1385
68,98,20240923,2024-09-23 09:48:14.908000-06:00,2024-09-23 14:51:14.908000-06:00,18180.0,MOBILE,COMPLETED,718
69,159,20241129,2024-11-29 20:35:46.259000-06:00,2024-11-30 06:26:46.259000-06:00,35460.0,MOBILE,COMPLETED,4064
70,199,20240808,2024-08-08 23:15:45.966000-06:00,2024-08-09 06:36:45.966000-06:00,26460.0,BROWSER,COMPLETED,1185
71,68,20241006,2024-10-06 17:38:23.459000-06:00,2024-10-06 22:25:23.459000-06:00,17220.0,MOBILE,COMPLETED,2592
72,131,20241209,2024-12-09 00:23:49.795000-06:00,2024-12-09 03:17:49.795000-06:00,10440.0,MOBILE,TIMEOUT,1839
73,370,20240317,2024-03-17 02:48:09.219000-06:00,2024-03-17 11:43:09.219000-06:00,32100.0,MOBILE,COMPLETED,4134
74,68,20241111,2024-11-11 14:18:42.482000-06:00,2024-11-12 00:02:42.482000-06:00,35040.0,MOBILE,ABORTED,4734
75,438,20240217,2024-02-17 17:44:17.598000-06:00,2024-02-17 20:44:17.598000-06:00,10800.0,MOBILE,ABORTED,1181
76,144,20241106,2024-11-06 22:21:03.502000-06:00,2024-11-07 04:45:03.502000-06:00,23040.0,BROWSER,COMPLETED,2648
77,9,20240208,2024-02-08 10:43:18.384000-06:00,2024-02-08 16:03:18.384000-06:00,19200.0,MOBILE,TIMEOUT,2319
78,140,20241221,2024-12-21 14:01:36.341000-06:00,2024-12-21 15:50:36.341000-06:00,6540.0,MOBILE,TIMEOUT,4868
79,149,20241225,2024-12-25 20:10:51.386000-06:00,2024-12-26 01:41:51.386000-06:00,19860.0,BROWSER,COMPLETED,3524
80,188,20240417,2024-04-17 00:58:52.279000-06:00,2024-04-17 05:39:52.279000-06:00,16860.0,MOBILE,TIMEOUT,2937
81,375,20240713,2024-07-13 02:31:27.900000-06:00,2024-07-13 08:37:27.900000-06:00,21960.0,MOBILE,COMPLETED,793
82,258,20241013,2024-10-13 11:15:06.485000-06:00,2024-10-13 18:12:06.485000-06:00,25020.0,BROWSER,TIMEOUT,1051
83,400,20240820,2024-08-20 01:38:05.505000-06:00,2024-08-20 05:48:05.505000-06:00,15000.0,MOBILE,ABORTED,2501
84,138,20240526,2024-05-26 21:16:24.939000-06:00,2024-05-26 21:57:24.939000-06:00,2460.0,BROWSER,ABORTED,433
85,274,20240323,2024-03-23 08:41:39.403000-06:00,2024-03-23 10:32:39.403000-06:00,6660.0,MOBILE,ABORTED,3192
86,269,20241230,2024-12-30 04:34:17.339000-06:00,2024-12-30 11:48:17.339000-06:00,26040.0,MOBILE,TIMEOUT,4758
87,279,20240925,2024-09-25 18:50:48.744000-06:00,2024-09-26 04:33:48.744000-06:00,34980.0,MOBILE,ABORTED,4815
88,308,20241030,2024-10-30 09:34:54.465000-06:00,2024-10-30 10:47:54.465000-06:00,4380.0,MOBILE,ABORTED,2294
89,210,20240407,2024-04-07 05:03:37.500000-06:00,2024-04-07 12:23:37.500000-06:00,26400.0,BROWSER,COMPLETED,1307
90,489,20240521,2024-05-21 19:59:55.306000-06:00,2024-05-21 23:11:55.306000-06:00,11520.0,BROWSER,TIMEOUT,1146
91,127,20240820,2024-08-20 21:05:24.126000-06:00,2024-08-21 05:21:24.126000-06:00,29760.0,BROWSER,TIMEOUT,3440
92,422,20241101,2024-11-01 20:30:21.857000-06:00,2024-11-02 03:36:21.857000-06:00,25560.0,BROWSER,TIMEOUT,4819
93,46,20240530,2024-05-30 07:49:21.486000-06:00,2024-05-30 07:57:21.486000-06:00,480.0,MOBILE,ABORTED,1095
94,73,20240228,2024-02-28 08:35:40.578000-06:00,2024-02-28 10:43:40.578000-06:00,7680.0,BROWSER,ABORTED,2691
95,330,20240115,2024-01-15 15:42:06.737000-06:00,2024-01-15 23:20:06.737000-06:00,27480.0,MOBILE,COMPLETED,4830
96,343,20241119,2024-11-19 03:20:55.348000-06:00,2024-11-19 09:04:55.348000-06:00,20640.0,MOBILE,COMPLETED,1009
97,89,20240620,2024-06-20 13:43:50.596000-06:00,2024-06-20 14:25:50.596000-06:00,2520.0,MOBILE,COMPLETED,3898
98,420,20240124,2024-01-24 02:40:22.195000-06:00,2024-01-24 05:47:22.195000-06:00,11220.0,BROWSER,COMPLETED,2614
99,313,20241016,2024-10-16 20:27:21.411000-06:00,2024-10-17 05:18:21.411000-06:00,31860.0,MOBILE,ABORTED,4957
100,333,20240506,2024-05-06 22:41:11.882000-06:00,2024-05-07 06:23:11.882000-06:00,27720.0,BROWSER,COMPLETED,4229
101,109,20240727,2024-07-27 23:56:02.919000-06:00,2024-07-28 07:10:02.919000-06:00,26040.0,BROWSER,COMPLETED,1891
102,381,20240211,2024-02-11 22:37:40.079000-06:00,2024-02-12 01:08:40.079000-06:00,9060.0,BROWSER,ABORTED,1050
103,173,20241216,2024-12-16 05:34:31.439000-06:00,2024-12-16 10:11:31.439000-06:00,16620.0,BROWSER,TIMEOUT,1438
104,222,20241218,2024-12-18 20:32:39.673000-06:00,2024-12-18 21:39:39.673000-06:00,4020.0,BROWSER,ABORTED,2373
105,276,20241130,2024-11-30 08:26:27.920000-06:00,2024-11-30 09:04:27.920000-06:00,2280.0,MOBILE,ABORTED,2372
106,500,20240919,2024-09-19 22:24:37.192000-06:00,2024-09-20 05:40:37.192000-06:00,26160.0,BROWSER,TIMEOUT,1842
107,86,20241002,2024-10-02 04:41:22.205000-06:00,2024-10-02 10:31:22.205000-06:00,21000.0,MOBILE,COMPLETED,1785
108,50,20240923,2024-09-23 22:29:18.360000-06:00,2024-09-24 06:01:18.360000-06:00,27120.0,MOBILE,ABORTED,1170
109,179,20240819,2024-08-19 09:31:33.940000-06:00,2024-08-19 13:26:33.940000-06:00,14100.0,BROWSER,ABORTED,1716
110,81,20240801,2024-08-01 02:52:58.208000-06:00,2024-08-01 12:41:58.208000-06:00,35340.0,BROWSER,COMPLETED,859
111,392,20241016,2024-10-16 22:46:16.300000-06:00,2024-10-17 03:38:16.300000-06:00,17520.0,BROWSER,COMPLETED,640
112,195,20240629,2024-06-29 07:00:12.004000-06:00,2024-06-29 07:53:12.004000-06:00,3180.0,BROWSER,COMPLETED,3863
113,145,20241227,2024-12-27 08:24:42.416000-06:00,2024-12-27 16:19:42.416000-06:00,28500.0,MOBILE,TIMEOUT,3338
114,288,20240206,2024-02-06 13:09:55.901000-06:00,2024-02-06 14:37:55.901000-06:00,5280.0,MOBILE,ABORTED,4413
115,307,20240612,2024-06-12 19:21:15.943000-06:00,2024-06-13 01:11:15.943000-06:00,21000.0,BROWSER,COMPLETED,3710
116,126,20241120,2024-11-20 22:12:29.568000-06:00,2024-11-21 02:31:29.568000-06:00,15540.0,BROWSER,ABORTED,3504
117,220,20240312,2024-03-12 04:21:31.596000-06:00,2024-03-12 12:24:31.596000-06:00,28980.0,MOBILE,ABORTED,1303
118,418,20240626,2024-06-26 10:33:16.725000-06:00,2024-06-26 11:37:16.725000-06:00,3840.0,MOBILE,COMPLETED,772
119,401,20240525,2024-05-25 01:22:43.518000-06:00,2024-05-25 01:59:43.518000-06:00,2220.0,MOBILE,ABORTED,2038
120,34,20240927,2024-09-27 12:30:42.793000-06:00,2024-09-27 21:50:42.793000-06:00,33600.0,BROWSER,ABORTED,2854
121,313,20241220,2024-12-20 05:47:50.251000-06:00,2024-12-20 11:16:50.251000-06:00,19740.0,BROWSER,TIMEOUT,4128
122,302,20240618,2024-06-18 05:47:26.230000-06:00,2024-06-18 09:30:26.230000-06:00,13380.0,MOBILE,ABORTED,214
123,167,20241216,2024-12-16 09:22:00.731000-06:00,2024-12-16 12:10:00.731000-06:00,10080.0,MOBILE,COMPLETED,2542
124,134,20240925,2024-09-25 20:03:10.865000-06:00,2024-09-26 03:36:10.865000-06:00,27180.0,MOBILE,TIMEOUT,2201
125,288,20240827,2024-08-27 21:58:42.176000-06:00,2024-08-28 05:42:42.176000-06:00,27840.0,BROWSER,ABORTED,2948
126,252,20241117,2024-11-17 04:48:00.344000-06:00,2024-11-17 08:09:00.344000-06:00,12060.0,MOBILE,COMPLETED,3328
127,88,20240710,2024-07-10 18:56:42.681000-06:00,2024-07-11 03:44:42.681000-06:00,31680.0,BROWSER,TIMEOUT,4809
128,240,20240112,2024-01-12 05:30:10.875000-06:00,2024-01-12 12:26:10.875000-06:00,24960.0,BROWSER,COMPLETED,3515
129,369,20241010,2024-10-10 15:44:13.376000-06:00,2024-10-10 19:09:13.376000-06:00,12300.0,BROWSER,TIMEOUT,551
130,207,20241024,2024-10-24 06:57:56.734000-06:00,2024-10-24 09:27:56.734000-06:00,9000.0,BROWSER,TIMEOUT,1961
131,114,20240719,2024-07-19 16:28:05.883000-06:00,2024-07-19 20:22:05.883000-06:00,14040.0,BROWSER,COMPLETED,1092
132,412,20240910,2024-09-10 08:07:07.170000-06:00,2024-09-10 15:41:07.170000-06:00,27240.0,MOBILE,ABORTED,2892
133,401,20241201,2024-12-01 06:52:45.948000-06:00,2024-12-01 07:13:45.948000-06:00,1260.0,BROWSER,ABORTED,461
134,211,20241009,2024-10-09 17:41:57.180000-06:00,2024-10-09 18:55:57.180000-06:00,4440.0,BROWSER,COMPLETED,4057
135,407,20240607,2024-06-07 14:34:40.309000-06:00,2024-06-07 23:11:40.309000-06:00,31020.0,MOBILE,ABORTED,2673
136,234,20240601,2024-06-01 21:18:12.285000-06:00,2024-06-01 22:18:12.285000-06:00,3600.0,BROWSER,ABORTED,4816
137,278,20240517,2024-05-17 15:29:48.603000-06:00,2024-05-17 20:04:48.603000-06:00,16500.0,MOBILE,ABORTED,4265
138,270,20240121,2024-01-21 09:18:13.326000-06:00,2024-01-21 16:21:13.326000-06:00,25380.0,BROWSER,TIMEOUT,2708
139,163,20240521,2024-05-21 15:37:32.076000-06:00,2024-05-21 19:35:32.076000-06:00,14280.0,MOBILE,TIMEOUT,3929
140,301,20241005,2024-10-05 06:14:39.717000-06:00,2024-10-05 12:05:39.717000-06:00,21060.0,BROWSER,ABORTED,3016
141,307,20241217,2024-12-17 15:18:57.327000-06:00,2024-12-17 20:03:57.327000-06:00,17100.0,BROWSER,COMPLETED,4619
142,434,20241021,2024-10-21 15:19:21.743000-06:00,2024-10-21 20:35:21.743000-06:00,18960.0,BROWSER,COMPLETED,4213
143,201,20241212,2024-12-12 22:52:44.055000-06:00,2024-12-12 23:46:44.055000-06:00,3240.0,BROWSER,ABORTED,1079
144,207,20241130,2024-11-30 14:15:20.742000-06:00,2024-11-30 16:24:20.742000-06:00,7740.0,BROWSER,ABORTED,1702
145,96,20240122,2024-01-22 01:56:07.370000-06:00,2024-01-22 09:22:07.370000-06:00,26760.0,BROWSER,ABORTED,711
146,441,20240509,2024-05-09 05:06:42.530000-06:00,2024-05-09 10:30:42.530000-06:00,19440.0,MOBILE,COMPLETED,1200
147,34,20241202,2024-12-02 13:09:07.594000-06:00,2024-12-02 18:22:07.594000-06:00,18780.0,BROWSER,COMPLETED,3151
148,41,20240417,2024-04-17 00:28:11.962000-06:00,2024-04-17 05:04:11.962000-06:00,16560.0,MOBILE,ABORTED,3049
149,221,20240501,2024-05-01 03:04:21.055000-06:00,2024-05-01 08:15:21.055000-06:00,18660.0,MOBILE,COMPLETED,2689
150,25,20240906,2024-09-06 15:14:06.894000-06:00,2024-09-06 18:50:06.894000-06:00,12960.0,BROWSER,TIMEOUT,3583
151,474,20240616,2024-06-16 08:35:54.944000-06:00,2024-06-16 14:56:54.944000-06:00,22860.0,BROWSER,ABORTED,4199
152,431,20241026,2024-10-26 16:37:21.879000-06:00,2024-10-26 22:40:21.879000-06:00,21780.0,BROWSER,TIMEOUT,4928
153,390,20241106,2024-11-06 00:12:23.727000-06:00,2024-11-06 04:27:23.727000-06:00,15300.0,BROWSER,TIMEOUT,258
154,402,20240706,2024-07-06 12:10:57.021000-06:00,2024-07-06 13:27:57.021000-06:00,4620.0,BROWSER,ABORTED,4213
155,274,20241031,2024-10-31 02:46:56.259000-06:00,2024-10-31 06:55:56.259000-06:00,14940.0,MOBILE,TIMEOUT,2731
156,31,20240911,2024-09-11 20:50:51.766000-06:00,2024-09-12 04:45:51.766000-06:00,28500.0,BROWSER,TIMEOUT,2941
157,418,20240906,2024-09-06 19:07:05.119000-06:00,2024-09-06 21:06:05.119000-06:00,7140.0,BROWSER,COMPLETED,4460
158,341,20240107,2024-01-07 04:06:27.410000-06:00,2024-01-07 06:15:27.410000-06:00,7740.0,BROWSER,ABORTED,1390
159,118,20241218,2024-12-18 10:54:01.078000-06:00,2024-12-18 11:58:01.078000-06:00,3840.0,BROWSER,COMPLETED,2164
160,104,20241102,2024-11-02 08:44:40.086000-06:00,2024-11-02 09:47:40.086000-06:00,3780.0,MOBILE,ABORTED,1211
161,73,20240312,2024-03-12 18:13:21.028000-06:00,2024-03-12 21:34:21.028000-06:00,12060.0,MOBILE,ABORTED,2054
162,31,20241208,2024-12-08 16:07:50.456000-06:00,2024-12-08 16:50:50.456000-06:00,2580.0,BROWSER,COMPLETED,546
163,287,20241030,2024-10-30 03:45:05.659000-06:00,2024-10-30 10:53:05.659000-06:00,25680.0,MOBILE,COMPLETED,1764
164,305,20240608,2024-06-08 20:48:56.823000-06:00,2024-06-09 04:00:56.823000-06:00,25920.0,MOBILE,TIMEOUT,3633
165,41,20241029,2024-10-29 22:21:48.441000-06:00,2024-10-30 04:32:48.441000-06:00,22260.0,MOBILE,TIMEOUT,3386
166,499,20240923,2024-09-23 19:10:09.681000-06:00,2024-09-24 03:23:09.681000-06:00,29580.0,MOBILE,COMPLETED,1608
167,310,20240210,2024-02-10 20:49:02.800000-06:00,2024-02-10 21:49:02.800000-06:00,3600.0,MOBILE,COMPLETED,1831
168,476,20240819,2024-08-19 08:23:55.487000-06:00,2024-08-19 12:02:55.487000-06:00,13140.0,MOBILE,TIMEOUT,276
170,297,20240815,2024-08-15 22:27:18.939000-06:00,2024-08-16 01:53:18.939000-06:00,12360.0,MOBILE,COMPLETED,2036
171,241,20241126,2024-11-26 19:15:07.282000-06:00,2024-11-26 20:51:07.282000-06:00,5760.0,MOBILE,ABORTED,2125
172,333,20241026,2024-10-26 11:39:28.045000-06:00,2024-10-26 17:38:28.045000-06:00,21540.0,BROWSER,COMPLETED,2570
173,253,20241101,2024-11-01 20:12:58.700000-06:00,2024-11-01 21:54:58.700000-06:00,6120.0,BROWSER,TIMEOUT,1126
174,410,20240619,2024-06-19 15:28:48.122000-06:00,2024-06-20 01:18:48.122000-06:00,35400.0,BROWSER,ABORTED,564
175,447,20240606,2024-06-06 19:07:30.936000-06:00,2024-06-07 00:52:30.936000-06:00,20700.0,MOBILE,TIMEOUT,764
176,496,20240129,2024-01-29 19:30:37.110000-06:00,2024-01-30 04:09:37.110000-06:00,31140.0,BROWSER,ABORTED,3987
177,408,20241216,2024-12-16 11:07:50.837000-06:00,2024-12-16 17:17:50.837000-06:00,22200.0,BROWSER,ABORTED,2506
178,460,20240805,2024-08-05 19:51:13.458000-06:00,2024-08-05 20:02:13.458000-06:00,660.0,BROWSER,TIMEOUT,4515
179,367,20240629,2024-06-29 18:53:53.877000-06:00,2024-06-30 01:54:53.877000-06:00,25260.0,BROWSER,ABORTED,4016
180,110,20240328,2024-03-28 13:58:10.051000-06:00,2024-03-28 23:44:10.051000-06:00,35160.0,MOBILE,ABORTED,2975
181,159,20241220,2024-12-20 00:01:39.796000-06:00,2024-12-20 06:55:39.796000-06:00,24840.0,MOBILE,ABORTED,746
182,59,20241016,2024-10-16 22:26:10.932000-06:00,2024-10-17 01:49:10.932000-06:00,12180.0,BROWSER,TIMEOUT,300
183,408,20241221,2024-12-21 18:58:36.593000-06:00,2024-12-21 19:06:36.593000-06:00,480.0,BROWSER,ABORTED,1073
184,184,20241117,2024-11-17 11:49:13.317000-06:00,2024-11-17 13:54:13.317000-06:00,7500.0,BROWSER,COMPLETED,145
185,137,20240724,2024-07-24 06:26:03.537000-06:00,2024-07-24 07:52:03.537000-06:00,5160.0,MOBILE,ABORTED,4095
186,209,20241127,2024-11-27 15:40:07.846000-06:00,2024-11-27 23:34:07.846000-06:00,28440.0,MOBILE,COMPLETED,3675
187,345,20240520,2024-05-20 02:52:11.132000-06:00,2024-05-20 12:11:11.132000-06:00,33540.0,MOBILE,COMPLETED,3170
188,443,20241227,2024-12-27 15:21:34.150000-06:00,2024-12-27 22:42:34.150000-06:00,26460.0,MOBILE,COMPLETED,4877
189,281,20240923,2024-09-23 08:19:19.681000-06:00,2024-09-23 15:47:19.681000-06:00,26880.0,BROWSER,TIMEOUT,3069
190,454,20240209,2024-02-09 16:01:22.872000-06:00,2024-02-09 19:45:22.872000-06:00,13440.0,MOBILE,COMPLETED,654
191,446,20240715,2024-07-15 05:34:12.134000-06:00,2024-07-15 12:51:12.134000-06:00,26220.0,MOBILE,ABORTED,3637
192,398,20240702,2024-07-02 06:59:31.962000-06:00,2024-07-02 08:46:31.962000-06:00,6420.0,MOBILE,TIMEOUT,396
193,265,20240522,2024-05-22 03:50:23.442000-06:00,2024-05-22 07:40:23.442000-06:00,13800.0,BROWSER,ABORTED,1473
194,107,20240926,2024-09-26 10:13:01.965000-06:00,2024-09-26 17:13:01.965000-06:00,25200.0,BROWSER,ABORTED,3610
195,430,20240218,2024-02-18 14:17:02.527000-06:00,2024-02-18 17:57:02.527000-06:00,13200.0,MOBILE,TIMEOUT,647
196,433,20240831,2024-08-31 17:45:48.400000-06:00,2024-08-31 22:55:48.400000-06:00,18600.0,MOBILE,TIMEOUT,154
197,82,20240423,2024-04-23 10:29:08.508000-06:00,2024-04-23 19:04:08.508000-06:00,30900.0,MOBILE,ABORTED,1806
198,319,20240729,2024-07-29 20:14:19.641000-06:00,2024-07-29 21:25:19.641000-06:00,4260.0,MOBILE,TIMEOUT,3958
199,18,20241019,2024-10-19 15:46:59.689000-06:00,2024-10-19 17:04:59.689000-06:00,4680.0,BROWSER,TIMEOUT,1587
200,327,20240723,2024-07-23 16:58:31.824000-06:00,2024-07-23 23:34:31.824000-06:00,23760.0,BROWSER,TIMEOUT,585
201,297,20240917,2024-09-17 03:07:14.046000-06:00,2024-09-17 05:48:14.046000-06:00,9660.0,MOBILE,COMPLETED,2628
202,495,20240112,2024-01-12 07:38:05.394000-06:00,2024-01-12 11:30:05.394000-06:00,13920.0,BROWSER,TIMEOUT,2474
